Línea seleccionada,Documento medición,Punto de medida,Fecha,Hora medición,ValMed/Val.total cont.,UnidadCaracterística,Creado por,Posición de medida,Diferencia val. cont.,Equipo,Texto,Texto
,129662708,116259,07/12/2022,02:20:43 p. m.,11981,h,KPARRA,TIEMPO,14,16007917,CR4476 CAMION REVOLVEDOR,
,129662709,120271,07/12/2022,02:21:24 p. m.,44922,l,KPARRA,CONSUMO_OPH,299,16008943,CR5085 CAMION REVOLVEDOR,
,129662710,120273,07/12/2022,02:21:24 p. m.,6766,h,KPARRA,TIEMPO,48.6,16008943,CR5085 CAMION REVOLVEDOR,
,129662711,116272,07/12/2022,02:22:47 p. m.,96115,l,KPARRA,CONSUMO_OPH,137,16007922,CR4481 CAMION REVOLVEDOR,
,129662712,116274,07/12/2022,02:22:47 p. m.,13379,h,KPARRA,TIEMPO,18,16007922,CR4481 CAMION REVOLVEDOR,
,129796270,117077,07/12/2022,02:22:49 p. m.,94560,l,REVANGELIS,CONSUMO_OPH,129,16008110,CR4647 CAMION REVOLVEDOR,
,129796271,117079,07/12/2022,02:22:49 p. m.,11561,h,REVANGELIS,TIEMPO,15,16008110,CR4647 CAMION REVOLVEDOR,
,129660446,118904,07/12/2022,02:22:50 p. m.,73065,l,IGROMERO,CONSUMO_OPH,110,16008584,CR4799 CAMION REVOLVEDOR,
,129660447,118906,07/12/2022,02:22:50 p. m.,7244,h,IGROMERO,TIEMPO,11,16008584,CR4799 CAMION REVOLVEDOR,
,129662713,116200,07/12/2022,02:23:16 p. m.,91381,l,KPARRA,CONSUMO_OPH,180,16007898,CR4457 CAMION REVOLVEDOR,
,129662714,116202,07/12/2022,02:23:16 p. m.,12696,h,KPARRA,TIEMPO,29,16007898,CR4457 CAMION REVOLVEDOR,
,129662715,128710,07/12/2022,02:23:41 p. m.,17882,l,KPARRA,CONSUMO_OPH,121,9000576,CF9384 CARGADOR FRONTAL,
,129662716,128711,07/12/2022,02:23:41 p. m.,1959,h,KPARRA,TIEMPO,11,9000576,CF9384 CARGADOR FRONTAL,
,129796513,117077,07/12/2022,02:32:50 p. m.,94694,l,REVANGELIS,CONSUMO_OPH,133,16008110,CR4647 CAMION REVOLVEDOR,
,129796514,117079,07/12/2022,02:32:50 p. m.,11576,h,REVANGELIS,TIEMPO,15,16008110,CR4647 CAMION REVOLVEDOR,
,129661606,110253,07/12/2022,02:32:57 p. m.,17890,l,GBANOS,CONSUMO_OPH,95,9000166,CF9211,
,129661607,110254,07/12/2022,02:32:57 p. m.,14696.4,h,GBANOS,TIEMPO,13.7,9000166,,
,129655473,123409,07/12/2022,02:34:08 p. m.,44764,l,LALVISO,CONSUMO_OPH,100,16009479,CR5355 CAMION REVOLVEDOR,
,129655474,123411,07/12/2022,02:34:08 p. m.,5252,h,LALVISO,TIEMPO,16,16009479,CR5355 CAMION REVOLVEDOR,
,129655475,123439,07/12/2022,02:34:40 p. m.,40368,l,LALVISO,CONSUMO_OPH,64,16009489,CR5365 CAMION REVOLVEDOR,
,129655476,123441,07/12/2022,02:34:40 p. m.,5048,h,LALVISO,TIEMPO,10,16009489,CR5365 CAMION REVOLVEDOR,
,129796740,116164,07/12/2022,02:35:15 p. m.,91601,l,REVANGELIS,CONSUMO_OPH,214,16007886,CR4445 CAMION REVOLVEDOR,
,129796741,116166,07/12/2022,02:35:15 p. m.,12344,h,REVANGELIS,TIEMPO,29,16007886,CR4445 CAMION REVOLVEDOR,
,129796742,116203,07/12/2022,02:35:36 p. m.,96617,l,REVANGELIS,CONSUMO_OPH,144,16007899,CR4458 CAMION REVOLVEDOR,
,129796743,116205,07/12/2022,02:35:36 p. m.,11555,h,REVANGELIS,TIEMPO,17,16007899,CR4458 CAMION REVOLVEDOR,
,129796744,124763,07/12/2022,02:36:03 p. m.,38636,l,REVANGELIS,CONSUMO_OPH,277,16010306,CR5407 CAMION REVOLVEDOR,
,129796745,124765,07/12/2022,02:36:03 p. m.,4170,h,REVANGELIS,TIEMPO,28,16010306,CR5407 CAMION REVOLVEDOR,
,129796746,117243,07/12/2022,02:36:47 p. m.,110988,l,REVANGELIS,CONSUMO_OPH,208,16008145,CR4695 CAMION REVOLVEDOR,
,129796747,117245,07/12/2022,02:36:47 p. m.,13208,h,REVANGELIS,TIEMPO,18,16008145,CR4695 CAMION REVOLVEDOR,
,129796748,129237,07/12/2022,02:37:06 p. m.,10797,l,REVANGELIS,CONSUMO_OPH,152,16011681,CR5598 CAMION REVOLVEDOR,
,129796749,129239,07/12/2022,02:37:06 p. m.,1221,h,REVANGELIS,TIEMPO,22,16011681,CR5598 CAMION REVOLVEDOR,
,129796809,117267,07/12/2022,02:37:54 p. m.,119577,l,REVANGELIS,CONSUMO_OPH,224,16008153,CR4703 CAMION REVOLVEDOR,
,129796810,117269,07/12/2022,02:37:54 p. m.,15299,h,REVANGELIS,TIEMPO,27,16008153,CR4703 CAMION REVOLVEDOR,
,129660448,123319,07/12/2022,02:38:21 p. m.,43457,l,IGROMERO,CONSUMO_OPH,141,16009449,CR5325 CAMION REVOLVEDOR,
,129660449,123321,07/12/2022,02:38:21 p. m.,4585,h,IGROMERO,TIEMPO,15,16009449,CR5325 CAMION REVOLVEDOR,
,129662721,119114,07/12/2022,02:39:21 p. m.,77538,l,ERRIVERA,CONSUMO_OPH,96,16008654,CR4789 CAMION REVOLVEDOR,
,129662722,119116,07/12/2022,02:39:21 p. m.,9129,h,ERRIVERA,TIEMPO,11,16008654,CR4789 CAMION REVOLVEDOR,
,129658834,120079,07/12/2022,02:39:30 p. m.,69292,l,JJVIDALES,CONSUMO_OPH,261,16008879,CR5021 CAMION REVOLVEDOR,
,129658835,120081,07/12/2022,02:39:30 p. m.,8535,h,JJVIDALES,TIEMPO,35,16008879,CR5021 CAMION REVOLVEDOR,
,129662156,119817,07/12/2022,02:39:39 p. m.,61537,l,GRFRIAS,CONSUMO_OPH,212,16008797,CR4959 CAMION REVOLVEDOR,
,129662157,119819,07/12/2022,02:39:39 p. m.,6658,h,GRFRIAS,TIEMPO,27,16008797,CR4959 CAMION REVOLVEDOR,
,129662750,118951,07/12/2022,02:39:55 p. m.,70770,l,IGROMERO,CONSUMO_OPH,224,16008599,CR4808 CAMION REVOLVEDOR,
,129662751,118953,07/12/2022,02:39:55 p. m.,7655.7,h,IGROMERO,TIEMPO,23,16008599,CR4808 CAMION REVOLVEDOR,
,129658836,122903,07/12/2022,02:40:03 p. m.,15640,l,JJVIDALES,CONSUMO_OPH,130,9000498,CF9355 CARGADOR FRONTAL,
,129658837,122904,07/12/2022,02:40:03 p. m.,4622,h,JJVIDALES,TIEMPO,17,9000498,CF9355 CARGADOR FRONTAL,
,129662158,120106,07/12/2022,02:40:14 p. m.,72325,l,GRFRIAS,CONSUMO_OPH,150,16008888,CR5030 CAMION REVOLVEDOR,
,129662159,120108,07/12/2022,02:40:14 p. m.,8157,h,GRFRIAS,TIEMPO,20,16008888,CR5030 CAMION REVOLVEDOR,
,129662717,54230,07/12/2022,02:40:44 p. m.,206820,l,RLUQUE,CONSUMO_OPH,246,16002209,CR3644 CAMION REVOLVEDOR,
,129662718,105576,07/12/2022,02:40:44 p. m.,28063,h,RLUQUE,TIEMPO,28,16002209,CR3644 CAMION REVOLVEDOR,
,129658838,120088,07/12/2022,02:40:49 p. m.,74062,l,JJVIDALES,CONSUMO_OPH,161,16008882,CR5024 CAMION REVOLVEDOR,
,129658839,120090,07/12/2022,02:40:49 p. m.,9211,h,JJVIDALES,TIEMPO,21,16008882,CR5024 CAMION REVOLVEDOR,
,129662723,119047,07/12/2022,02:42:12 p. m.,65508,l,ERRIVERA,CONSUMO_OPH,97,16008633,CR4780 CAMION REVOLVEDOR,
,129662724,119049,07/12/2022,02:42:12 p. m.,7321,h,ERRIVERA,TIEMPO,12,16008633,CR4780 CAMION REVOLVEDOR,
,129662766,118888,07/12/2022,02:42:42 p. m.,72872,l,ERRIVERA,CONSUMO_OPH,105,16008578,CR4757 CAMION REVOLVEDOR,
,129662767,118890,07/12/2022,02:42:42 p. m.,8431,h,ERRIVERA,TIEMPO,11,16008578,CR4757 CAMION REVOLVEDOR,
,129662768,118900,07/12/2022,02:43:28 p. m.,83705,l,ERRIVERA,CONSUMO_OPH,90,16008586,CR4761 CAMION REVOLVEDOR,
,129662769,118912,07/12/2022,02:43:28 p. m.,8967,h,ERRIVERA,TIEMPO,10,16008586,CR4761 CAMION REVOLVEDOR,
,129662664,120301,07/12/2022,02:43:54 p. m.,76709,l,JNMNLSZNCH,CONSUMO_OPH,57,16008953,CR5095 CAMION REVOLVEDOR,
,129662665,120303,07/12/2022,02:43:54 p. m.,8590,h,JNMNLSZNCH,TIEMPO,8,16008953,CR5095 CAMION REVOLVEDOR,
,129662770,119117,07/12/2022,02:44:01 p. m.,67683,l,ERRIVERA,CONSUMO_OPH,137,16008655,CR4790 CAMION REVOLVEDOR,
,129662771,119119,07/12/2022,02:44:01 p. m.,8099,h,ERRIVERA,TIEMPO,13,16008655,CR4790 CAMION REVOLVEDOR,
,129662666,119413,07/12/2022,02:44:23 p. m.,79188,l,JNMNLSZNCH,CONSUMO_OPH,97,16008703,CR4852 CAMION REVOLVEDOR,
,129662667,119415,07/12/2022,02:44:23 p. m.,7983,h,JNMNLSZNCH,TIEMPO,10,16008703,CR4852 CAMION REVOLVEDOR,
,129662685,123364,07/12/2022,02:44:58 p. m.,35125,l,ERRIVERA,CONSUMO_OPH,106,16009464,CR5340 CAMION REVOLVEDOR,
,129662686,123366,07/12/2022,02:44:58 p. m.,4109,h,ERRIVERA,TIEMPO,12,16009464,CR5340 CAMION REVOLVEDOR,
,129662668,122577,07/12/2022,02:45:00 p. m.,49384,l,JNMNLSZNCH,CONSUMO_OPH,90,16009273,CR5276 CAMION REVOLVEDOR,
,129662669,122579,07/12/2022,02:45:00 p. m.,4840.4,h,JNMNLSZNCH,TIEMPO,9,16009273,CR5276 CAMION REVOLVEDOR,
,129662687,119085,07/12/2022,02:46:08 p. m.,64054,l,ERRIVERA,CONSUMO_OPH,132,16008646,CR4786 CAMION REVOLVEDOR,
,129662688,119087,07/12/2022,02:46:08 p. m.,7222,h,ERRIVERA,TIEMPO,12,16008646,CR4786 CAMION REVOLVEDOR,
,129662780,120394,07/12/2022,02:46:08 p. m.,75958,l,JNMNLSZNCH,CONSUMO_OPH,187,16008984,CR5126 CAMION REVOLVEDOR,
,129662781,120396,07/12/2022,02:46:08 p. m.,7415,h,JNMNLSZNCH,TIEMPO,16,16008984,CR5126 CAMION REVOLVEDOR,
,129662772,122011,07/12/2022,02:47:28 p. m.,44122,l,HCASIANO,CONSUMO_OPH,282,16009175,CR5137 CAMION REVOLVEDOR,
,129662773,122013,07/12/2022,02:47:28 p. m.,5450,h,HCASIANO,TIEMPO,39,16009175,CR5137 CAMION REVOLVEDOR,
,129662689,128061,07/12/2022,02:47:32 p. m.,23398,l,ERRIVERA,CONSUMO_OPH,235,16010556,CR5484 CAMION REVOLVEDOR,
,129662790,128063,07/12/2022,02:47:32 p. m.,2629.3,h,ERRIVERA,TIEMPO,22.1,16010556,CR5484 CAMION REVOLVEDOR,
,129662782,123358,07/12/2022,02:47:35 p. m.,42054,l,JNMNLSZNCH,CONSUMO_OPH,205,16009462,CR5338 CAMION REVOLVEDOR,
,129662783,123360,07/12/2022,02:47:35 p. m.,4481,h,JNMNLSZNCH,TIEMPO,18,16009462,CR5338 CAMION REVOLVEDOR,
,129662784,120319,07/12/2022,02:48:10 p. m.,80541,l,JNMNLSZNCH,CONSUMO_OPH,195,16008959,CR5101 CAMION REVOLVEDOR,
,129662785,120321,07/12/2022,02:48:10 p. m.,8090,h,JNMNLSZNCH,TIEMPO,17.3,16008959,CR5101 CAMION REVOLVEDOR,
,129662786,119896,07/12/2022,02:48:36 p. m.,87068,l,JNMNLSZNCH,CONSUMO_OPH,200,16008818,CR4934 CAMION REVOLVEDOR,
,129662787,119898,07/12/2022,02:48:36 p. m.,8454,h,JNMNLSZNCH,TIEMPO,20,16008818,CR4934 CAMION REVOLVEDOR,
,129662774,116917,07/12/2022,02:48:39 p. m.,70475,l,HCASIANO,CONSUMO_OPH,206,16008079,CR4621 CAMION REVOLVEDOR,
,129662775,116919,07/12/2022,02:48:39 p. m.,8678,h,HCASIANO,TIEMPO,22,16008079,CR4621 CAMION REVOLVEDOR,
,129662800,123352,07/12/2022,02:49:14 p. m.,33193,l,ERRIVERA,CONSUMO_OPH,210,16009460,CR5336 CAMION REVOLVEDOR,
,129662801,123354,07/12/2022,02:49:14 p. m.,4010,h,ERRIVERA,TIEMPO,21.6,16009460,CR5336 CAMION REVOLVEDOR,
,129662788,123415,07/12/2022,02:49:19 p. m.,41654,l,JNMNLSZNCH,CONSUMO_OPH,243,16009481,CR5357 CAMION REVOLVEDOR,
,129662789,123417,07/12/2022,02:49:19 p. m.,4449,h,JNMNLSZNCH,TIEMPO,25,16009481,CR5357 CAMION REVOLVEDOR,
,129662719,53531,07/12/2022,02:50:48 p. m.,225239,l,MRMARTINEZD,CONSUMO_OPH,277,16001955,CR3941 CAMION REVOLVEDOR,
,129662820,106612,07/12/2022,02:50:48 p. m.,36750.3,h,MRMARTINEZD,TIEMPO,33.7,16001955,CR3941 CAMION REVOLVEDOR,
,129727803,123529,07/12/2022,02:52:00 p. m.,47984,l,AANTONIO,CONSUMO_OPH,316,16009519,CR5395 CAMION REVOLVEDOR,
,129727804,123531,07/12/2022,02:52:00 p. m.,5116.4,h,AANTONIO,TIEMPO,24.9,16009519,CR5395 CAMION REVOLVEDOR,
,129662821,117584,07/12/2022,02:53:04 p. m.,79728,l,MRMARTINEZD,CONSUMO_OPH,216,16008258,CR4671 CAMION REVOLVEDOR,
,129662822,117586,07/12/2022,02:53:04 p. m.,10682.8,h,MRMARTINEZD,TIEMPO,23.6,16008258,CR4671 CAMION REVOLVEDOR,
,129662830,118810,07/12/2022,02:53:07 p. m.,82534,l,JIALVARADO,CONSUMO_OPH,100,16008559,CR4822 CAMION REVOLVEDOR,
,129662831,118812,07/12/2022,02:53:07 p. m.,9807,h,JIALVARADO,TIEMPO,12,16008559,CR4822 CAMION REVOLVEDOR,
,129662832,117340,07/12/2022,02:54:56 p. m.,88098,l,JIALVARADO,CONSUMO_OPH,110,16008179,CR4719 CAMION REVOLVEDOR,
,129662833,117342,07/12/2022,02:54:56 p. m.,9856,h,JIALVARADO,TIEMPO,13,16008179,CR4719 CAMION REVOLVEDOR,
,129662834,116665,07/12/2022,02:55:26 p. m.,95426,l,JIALVARADO,CONSUMO_OPH,100,16007995,CR4537 CAMION REVOLVEDOR,
,129662835,116667,07/12/2022,02:55:26 p. m.,13137,h,JIALVARADO,TIEMPO,12,16007995,CR4537 CAMION REVOLVEDOR,
,129662811,95066,07/12/2022,02:56:13 p. m.,175930,l,OCERVANTPS,CONSUMO_OPH,230,11008282,CR4185 CAMION REVOLVEDOR,
,129662812,105127,07/12/2022,02:56:13 p. m.,17878,h,OCERVANTPS,TIEMPO,15,11008282,CR4185 CAMION REVOLVEDOR,
,129662819,51409,07/12/2022,02:59:17 p. m.,222265,l,OCERVANTPS,CONSUMO_OPH,220,16000935,CR3556 CAMION REVOLVEDOR,
,129662840,105547,07/12/2022,02:59:17 p. m.,36096,h,OCERVANTPS,TIEMPO,27,16000935,CR3556 CAMION REVOLVEDOR,
,129662845,51326,07/12/2022,03:00:15 p. m.,215568,l,OCERVANTPS,CONSUMO_OPH,190,11001516,CR3103 CAMION REVOLVEDOR,
,129662846,105506,07/12/2022,03:00:15 p. m.,35669,h,OCERVANTPS,TIEMPO,26,11001516,CR3103 CAMION REVOLVEDOR,
,129698465,128263,07/12/2022,03:00:26 p. m.,22199,l,JSRODRIGUEZN,CONSUMO_OPH,280,16010612,CR5537 CAMION REVOLVEDOR,
,129698466,128265,07/12/2022,03:00:26 p. m.,3078.2,h,JSRODRIGUEZN,TIEMPO,34.4,16010612,CR5537 CAMION REVOLVEDOR,
,129662851,53524,07/12/2022,03:01:09 p. m.,203640,l,OCERVANTPS,CONSUMO_OPH,200,16001948,CR3927 CAMION REVOLVEDOR,
,129662852,106890,07/12/2022,03:01:09 p. m.,34220,h,OCERVANTPS,TIEMPO,30,16001948,CR3927 CAMION REVOLVEDOR,
,129662853,52906,07/12/2022,03:02:07 p. m.,251040,l,OCERVANTPS,CONSUMO_OPH,125,16001617,CR3411 CAMION REVOLVEDOR,
,129662854,107053,07/12/2022,03:02:07 p. m.,40905,h,OCERVANTPS,TIEMPO,22,16001617,CR3411 CAMION REVOLVEDOR,
,129662857,51476,07/12/2022,03:02:59 p. m.,233377,l,OCERVANTPS,CONSUMO_OPH,310,16001002,CR3843 CAMION REVOLVEDOR,
,129662858,105549,07/12/2022,03:02:59 p. m.,35839,h,OCERVANTPS,TIEMPO,43,16001002,CR3843 CAMION REVOLVEDOR,
,129662859,52986,07/12/2022,03:03:54 p. m.,226119,l,OCERVANTPS,CONSUMO_OPH,280,16001697,CR3917 CAMION REVOLVEDOR,
,129662860,107071,07/12/2022,03:03:54 p. m.,35293,h,OCERVANTPS,TIEMPO,37,16001697,CR3917 CAMION REVOLVEDOR,
,129662863,52566,07/12/2022,03:04:52 p. m.,37846,l,OCERVANTPS,CONSUMO_OPH,94,11002481,CF0423 CARGADOR FRONTAL,
,129662864,56482,07/12/2022,03:04:52 p. m.,15501,h,OCERVANTPS,TIEMPO,8,11002481,CF0423 CARGADOR FRONTAL,
,129655477,54183,07/12/2022,03:05:10 p. m.,152288,l,LALVISO,CONSUMO_OPH,129,16002162,CR3414 CAMION REVOLVEDOR,
,129655478,107136,07/12/2022,03:05:10 p. m.,25417,h,LALVISO,TIEMPO,13,16002162,CR3414 CAMION REVOLVEDOR,
,129661609,120124,07/12/2022,03:06:00 p. m.,72747,l,MALDONADO,CONSUMO_OPH,268,16008894,CR5036 CAMION REVOLVEDOR,
,129662870,120126,07/12/2022,03:06:00 p. m.,10071,h,MALDONADO,TIEMPO,75,16008894,CR5036 CAMION REVOLVEDOR,
,129662865,51466,07/12/2022,03:06:10 p. m.,222229,l,OCERVANTPS,CONSUMO_OPH,178,16000992,CR3806 CAMION REVOLVEDOR,
,129662866,105210,07/12/2022,03:06:10 p. m.,33945,h,OCERVANTPS,TIEMPO,52,16000992,CR3806 CAMION REVOLVEDOR,
,129662836,122041,07/12/2022,03:08:29 p. m.,49990,l,VNRUIZ,CONSUMO_OPH,190,16009185,CR5147 CAMION REVOLVEDOR,
,129662837,122043,07/12/2022,03:08:29 p. m.,6262,h,VNRUIZ,TIEMPO,25,16009185,CR5147 CAMION REVOLVEDOR,
,129662838,122047,07/12/2022,03:13:35 p. m.,57929,l,VNRUIZ,CONSUMO_OPH,200,16009187,CR5149 CAMION REVOLVEDOR,
,129662839,122049,07/12/2022,03:13:35 p. m.,7412,h,VNRUIZ,TIEMPO,23,16009187,CR5149 CAMION REVOLVEDOR,
,129662890,122116,07/12/2022,03:14:24 p. m.,50129,l,VNRUIZ,CONSUMO_OPH,190,16009209,CR5171 CAMION REVOLVEDOR,
,129662891,122118,07/12/2022,03:14:24 p. m.,6258,h,VNRUIZ,TIEMPO,22,16009209,CR5171 CAMION REVOLVEDOR,
,129662892,122119,07/12/2022,03:14:57 p. m.,56987,l,VNRUIZ,CONSUMO_OPH,250,16009210,CR5172 CAMION REVOLVEDOR,
,129662893,122121,07/12/2022,03:14:57 p. m.,6510,h,VNRUIZ,TIEMPO,21,16009210,CR5172 CAMION REVOLVEDOR,
,129662894,123221,07/12/2022,03:15:29 p. m.,55426,l,VNRUIZ,CONSUMO_OPH,170,16009424,CR5300 CAMION REVOLVEDOR,
,129662895,123223,07/12/2022,03:15:29 p. m.,7277,h,VNRUIZ,TIEMPO,22,16009424,CR5300 CAMION REVOLVEDOR,
,129662896,112422,07/12/2022,03:15:59 p. m.,105833,l,VNRUIZ,CONSUMO_OPH,160,16007451,CR4393 CAMION REVOLVEDOR,
,129662897,112424,07/12/2022,03:15:59 p. m.,12109,h,VNRUIZ,TIEMPO,19,16007451,CR4393 CAMION REVOLVEDOR,
,129662898,123233,07/12/2022,03:16:30 p. m.,52800,l,VNRUIZ,CONSUMO_OPH,200,16009428,CR5304 CAMION REVOLVEDOR,
,129662899,123235,07/12/2022,03:16:30 p. m.,6689,h,VNRUIZ,TIEMPO,23,16009428,CR5304 CAMION REVOLVEDOR,
,129662869,52899,07/12/2022,03:17:04 p. m.,171744,l,OCERVANTPS,CONSUMO_OPH,230,16001610,CR3362 CAMION REVOLVEDOR,
,129662900,106451,07/12/2022,03:17:04 p. m.,27032,h,OCERVANTPS,TIEMPO,27,16001610,CR3362 CAMION REVOLVEDOR,
,129662910,120019,07/12/2022,03:18:15 p. m.,66603,l,GRFRIAS,CONSUMO_OPH,205,16008859,CR5001 CAMION REVOLVEDOR,
,129662911,120021,07/12/2022,03:18:15 p. m.,7623,h,GRFRIAS,TIEMPO,29,16008859,CR5001 CAMION REVOLVEDOR,
,129662901,51473,07/12/2022,03:18:42 p. m.,213744,l,OCERVANTPS,CONSUMO_OPH,260,16000999,CR3828 CAMION REVOLVEDOR,
,129662902,105158,07/12/2022,03:18:42 p. m.,33241,h,OCERVANTPS,TIEMPO,38,16000999,CR3828 CAMION REVOLVEDOR,
,129662912,120073,07/12/2022,03:18:47 p. m.,70732,l,GRFRIAS,CONSUMO_OPH,231,16008877,CR5019 CAMION REVOLVEDOR,
,129662913,120075,07/12/2022,03:18:47 p. m.,8075,h,GRFRIAS,TIEMPO,26,16008877,CR5019 CAMION REVOLVEDOR,
,129662920,112269,07/12/2022,03:19:22 p. m.,106603,l,VNRUIZ,CONSUMO_OPH,210,16007400,CR4342 CAMION REVOLVEDOR,
,129662921,112271,07/12/2022,03:19:22 p. m.,11928,h,VNRUIZ,TIEMPO,23,16007400,CR4342 CAMION REVOLVEDOR,
,129662776,116752,07/12/2022,03:19:36 p. m.,77691,l,HCASIANO,CONSUMO_OPH,189,16008024,CR4566 CAMION REVOLVEDOR,
,129662777,116754,07/12/2022,03:19:36 p. m.,9403,h,HCASIANO,TIEMPO,23,16008024,CR4566 CAMION REVOLVEDOR,
,129662926,54266,07/12/2022,03:20:00 p. m.,226207,l,CAMARTINZR,CONSUMO_OPH,224,16002245,CR3815 CAMION REVOLVEDOR,
,129662927,105322,07/12/2022,03:20:00 p. m.,34121.1,h,CAMARTINZR,TIEMPO,17,16002245,CR3815 CAMION REVOLVEDOR,
,129662922,123230,07/12/2022,03:20:00 p. m.,47925,l,VNRUIZ,CONSUMO_OPH,175,16009427,CR5303 CAMION REVOLVEDOR,
,129662923,123232,07/12/2022,03:20:00 p. m.,6322,h,VNRUIZ,TIEMPO,20,16009427,CR5303 CAMION REVOLVEDOR,
,129662903,94564,07/12/2022,03:20:05 p. m.,220613,l,OCERVANTPS,CONSUMO_OPH,220,11008234,CR4190 CAMION REVOLVEDOR,
,129662904,105194,07/12/2022,03:20:05 p. m.,23134,h,OCERVANTPS,TIEMPO,22,11008234,CR4190 CAMION REVOLVEDOR,
,129662924,122897,07/12/2022,03:20:46 p. m.,25535,l,VNRUIZ,CONSUMO_OPH,95,9000495,CF9352 CARGADOR FRONTAL,
,129662925,122898,07/12/2022,03:20:46 p. m.,4431,h,VNRUIZ,TIEMPO,11,9000495,CF9352 CARGADOR FRONTAL,
,129662778,119145,07/12/2022,03:20:48 p. m.,17454,l,HCASIANO,CONSUMO_OPH,210,9000417,GN0228 GENERADORA,
,129662779,127716,07/12/2022,03:20:48 p. m.,14036,h,HCASIANO,TIEMPO,30,9000417,GN0228 GENERADORA,
,129662905,52566,07/12/2022,03:20:56 p. m.,37918,l,OCERVANTPS,CONSUMO_OPH,72,11002481,CF0423 CARGADOR FRONTAL,
,129662906,56482,07/12/2022,03:20:56 p. m.,15510,h,OCERVANTPS,TIEMPO,9,11002481,CF0423 CARGADOR FRONTAL,
,129662907,52903,07/12/2022,03:21:49 p. m.,216210,l,OCERVANTPS,CONSUMO_OPH,210,16001614,CR3388 CAMION REVOLVEDOR,
,129662908,107050,07/12/2022,03:21:49 p. m.,35611,h,OCERVANTPS,TIEMPO,27,16001614,CR3388 CAMION REVOLVEDOR,
,129662909,111423,07/12/2022,03:23:24 p. m.,106780,l,OCERVANTPS,CONSUMO_OPH,310,16007103,CR4245 CAMION REVOLVEDOR,
,129662930,111425,07/12/2022,03:23:24 p. m.,12851,h,OCERVANTPS,TIEMPO,33,16007103,CR4245 CAMION REVOLVEDOR,
,129662931,52834,07/12/2022,03:24:24 p. m.,212732,l,OCERVANTPS,CONSUMO_OPH,150,16001568,CR2872 CAMION REVOLVEDOR,
,129662932,107044,07/12/2022,03:24:24 p. m.,37392,h,OCERVANTPS,TIEMPO,19,16001568,CR2872 CAMION REVOLVEDOR,
,129727981,122634,07/12/2022,03:24:28 p. m.,37547,l,JRAMOSH,CONSUMO_OPH,225,16009290,CR5224 CAMION REVOLVEDOR,
,129727982,122636,07/12/2022,03:24:28 p. m.,5111,h,JRAMOSH,TIEMPO,31,16009290,CR5224 CAMION REVOLVEDOR,
,129730092,51397,07/12/2022,03:25:00 p. m.,216571,l,JARAMOSC,CONSUMO_OPH,140,16000923,CR3475 CAMION REVOLVEDOR,
,129730093,105106,07/12/2022,03:25:00 p. m.,33019.5,h,JARAMOSC,TIEMPO,13.7,16000923,CR3475 CAMION REVOLVEDOR,
,129727983,122679,07/12/2022,03:25:07 p. m.,33688,l,JRAMOSH,CONSUMO_OPH,167,16009304,CR5244 CAMION REVOLVEDOR,
,129727984,122681,07/12/2022,03:25:07 p. m.,5061,h,JRAMOSH,TIEMPO,24,16009304,CR5244 CAMION REVOLVEDOR,
,129662933,51410,07/12/2022,03:25:24 p. m.,215974,l,OCERVANTPS,CONSUMO_OPH,220,16000936,CR3557 CAMION REVOLVEDOR,
,129662934,105548,07/12/2022,03:25:24 p. m.,34600,h,OCERVANTPS,TIEMPO,34,16000936,CR3557 CAMION REVOLVEDOR,
,129662935,52906,07/12/2022,03:26:27 p. m.,251210,l,OCERVANTPS,CONSUMO_OPH,170,16001617,CR3411 CAMION REVOLVEDOR,
,129662936,107053,07/12/2022,03:26:27 p. m.,40924,h,OCERVANTPS,TIEMPO,19,16001617,CR3411 CAMION REVOLVEDOR,
,129662752,94335,07/12/2022,03:28:48 p. m.,182708,l,FRNCSCLIMA,CONSUMO_OPH,231,11008180,CR4217 CAMION REVOLVEDOR,
,129662753,101533,07/12/2022,03:28:48 p. m.,17999,h,FRNCSCLIMA,TIEMPO,21,11008180,CR4217 CAMION REVOLVEDOR,
,129662939,51420,07/12/2022,03:29:00 p. m.,244277,l,OCERVANTPS,CONSUMO_OPH,220,16000946,CR3574 CAMION REVOLVEDOR,
,129662940,105201,07/12/2022,03:29:00 p. m.,36703,h,OCERVANTPS,TIEMPO,29,16000946,CR3574 CAMION REVOLVEDOR,
,129662941,53524,07/12/2022,03:30:01 p. m.,203840,l,OCERVANTPS,CONSUMO_OPH,200,16001948,CR3927 CAMION REVOLVEDOR,
,129662942,106890,07/12/2022,03:30:01 p. m.,34242,h,OCERVANTPS,TIEMPO,22,16001948,CR3927 CAMION REVOLVEDOR,
,129662947,52991,07/12/2022,03:31:08 p. m.,249422,l,OCERVANTPS,CONSUMO_OPH,280,16001702,CR3949 CAMION REVOLVEDOR,
,129662948,107074,07/12/2022,03:31:08 p. m.,31893.5,h,OCERVANTPS,TIEMPO,35,16001702,CR3949 CAMION REVOLVEDOR,
,129662754,52956,07/12/2022,03:31:47 p. m.,218743,l,FRNCSCLIMA,CONSUMO_OPH,220,16001667,CR3780 CAMION REVOLVEDOR,
,129662755,106876,07/12/2022,03:31:47 p. m.,32480.25,h,FRNCSCLIMA,TIEMPO,21,16001667,CR3780 CAMION REVOLVEDOR,
